BÖLGE;TTT;BRİCK;İLAÇ GRUBU;İLAÇ; TOPLAM ;TOPLAM PPI %; 1.HAFTA ;1.H PPI %; 2.HAFTA ;2.H PPI %; 3.HAFTA ;3.H PPI %; 4.HAFTA ;4.H PPI %; 5.HAFTA ;5.H PPI %; 6.HAFTA ;6.H PPI %; 7.HAFTA ;7.H PPI %; 8.HAFTA ;8.H PPI %; 9.HAFTA ;9.H PPI %
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 335 ;8,43%; -   ;0,00%; 20 ;11,76%; -   ;0,00%; 35 ;10,90%; 10 ;1,19%; 115 ;17,24%; 10 ;1,33%; 145 ;18,33%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;GRİPORT COLD PAZARI;OTHER COLD PREP; 650 ;16,36%; 79 ;37,09%; 22 ;12,94%; 82 ;37,61%; 49 ;15,26%; 75 ;8,92%; 194 ;29,09%; 97 ;12,88%; 52 ;6,57%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 1.190 ;29,94%; -   ;0,00%; 37 ;21,76%; 47 ;21,56%; 188 ;58,57%; 493 ;58,62%; 40 ;6,00%; 175 ;23,24%; 210 ;26,55%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 173 ;4,35%; 3 ;1,41%; 45 ;26,47%; 22 ;10,09%; 6 ;1,87%; 35 ;4,16%; 20 ;3,00%; 42 ;5,58%; -   ;0,00%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 3.974 ;100,00%; 213 ;100,00%; 170 ;100,00%; 218 ;100,00%; 321 ;100,00%; 841 ;100,00%; 667 ;100,00%; 753 ;100,00%; 791 ;100,00%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;FAMTREC PAZARI;FAMTREC; 1 ;0,14%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 1 ;0,83%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;FAMTREC PAZARI;BRUFEN; 703 ;99,15%; 70 ;100,00%; 45 ;100,00%; 32 ;100,00%; 108 ;100,00%; 120 ;99,17%; 83 ;100,00%; 145 ;96,67%; 100 ;100,00%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;FAMTREC PAZARI;DİĞER FAMOTİDİN; 5 ;0,71%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 5 ;3,33%; -   ;0,00%;;
SAMSUN;HAKAN YUMAK;GIRESUN DOGU ILCELER -2;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 709 ;100,00%; 70 ;100,00%; 45 ;100,00%; 32 ;100,00%; 108 ;100,00%; 121 ;100,00%; 83 ;100,00%; 150 ;100,00%; 100 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;PANTAPROZOL PAZARI;PANOCER TOPLAM; 238 ;15,39%; 13 ;3,55%; 13 ;11,61%; 130 ;46,43%; -   ;0,00%; 26 ;16,77%; 43 ;24,02%; 13 ;6,02%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;PANTAPROZOL PAZARI;PANTO; 293 ;18,95%; 40 ;10,93%; 49 ;43,75%; 21 ;7,50%; 10 ;12,05%; 43 ;27,74%; 41 ;22,91%; 32 ;14,81%; 57 ;36,77%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;PANTAPROZOL PAZARI;PANTACTIVE; 12 ;0,78%; 6 ;1,64%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 6 ;2,78%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 716 ;46,31%; 296 ;80,87%; 28 ;25,00%; 72 ;25,71%; 46 ;55,42%; 62 ;40,00%; 39 ;21,79%; 109 ;50,46%; 64 ;41,29%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;PANTAPROZOL PAZARI;PULCET; 287 ;18,56%; 11 ;3,01%; 22 ;19,64%; 57 ;20,36%; 27 ;32,53%; 24 ;15,48%; 56 ;31,28%; 56 ;25,93%; 34 ;21,94%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 1.546 ;100,00%; 366 ;100,00%; 112 ;100,00%; 280 ;100,00%; 83 ;100,00%; 155 ;100,00%; 179 ;100,00%; 216 ;100,00%; 155 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;ACIDPASS PAZARI;ACIDPASS TOPLAM; 231 ;23,99%; -   ;0,00%; -   ;0,00%; 11 ;11,83%; -   ;0,00%; 99 ;64,29%; 110 ;63,58%; 11 ;6,59%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;ACIDPASS PAZARI;TRIGAST; 124 ;12,88%; 27 ;24,32%; 21 ;16,67%; 8 ;8,60%; 5 ;8,47%; 13 ;8,44%; 36 ;20,81%; 11 ;6,59%; 3 ;3,75%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;ACIDPASS PAZARI;TALCID; 172 ;17,86%; 42 ;37,84%; -   ;0,00%; 42 ;45,16%; 5 ;8,47%; 21 ;13,64%; 26 ;15,03%; 5 ;2,99%; 31 ;38,75%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;ACIDPASS PAZARI;RENNIE; 392 ;40,71%; 42 ;37,84%; 105 ;83,33%; 21 ;22,58%; 26 ;44,07%; 21 ;13,64%; -   ;0,00%; 136 ;81,44%; 41 ;51,25%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;ACIDPASS PAZARI;DIGER ACIDPASS; 22 ;2,28%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 21 ;35,59%; -   ;0,00%; 1 ;0,58%; -   ;0,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;ACIDPASS PAZARI;FAMODİN PLUS; 22 ;2,28%; -   ;0,00%; -   ;0,00%; 11 ;11,83%; 2 ;3,39%; -   ;0,00%; -   ;0,00%; 4 ;2,40%; 5 ;6,25%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 963 ;100,00%; 111 ;100,00%; 126 ;100,00%; 93 ;100,00%; 59 ;100,00%; 154 ;100,00%; 173 ;100,00%; 167 ;100,00%; 80 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 12 ;14,46%; -   ;0,00%; -   ;0,00%; 6 ;54,55%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 6 ;66,67%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;MOKSİFLOKSASİN PAZARI;AVELOX; 66 ;79,52%; 27 ;100,00%; 8 ;100,00%; 5 ;45,45%; 4 ;100,00%; 4 ;100,00%; 5 ;100,00%; 10 ;66,67%; 3 ;33,33%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;MOKSİFLOKSASİN PAZARI;MOXAI; 5 ;6,02%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 5 ;33,33%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 83 ;100,00%; 27 ;100,00%; 8 ;100,00%; 11 ;100,00%; 4 ;100,00%; 4 ;100,00%; 5 ;100,00%; 15 ;100,00%; 9 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;A FERİN; 149 ;16,25%; 1 ;0,66%; 22 ;25,29%; 13 ;19,40%; 11 ;7,01%; 44 ;27,50%; 23 ;35,38%; 2 ;1,90%; 33 ;26,61%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;GRİPORT COLD; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;KATARIN; 145 ;15,81%; 50 ;32,89%; 2 ;2,30%; 2 ;2,99%; 5 ;3,18%; 20 ;12,50%; 20 ;30,77%; 41 ;39,05%; 5 ;4,03%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 63 ;6,87%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 10 ;6,37%; 35 ;21,88%; -   ;0,00%; 3 ;2,86%; 15 ;12,10%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;OTHER COLD PREP; 207 ;22,57%; 28 ;18,42%; 41 ;47,13%; 22 ;32,84%; 23 ;14,65%; 26 ;16,25%; 17 ;26,15%; 37 ;35,24%; 13 ;10,48%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 319 ;34,79%; 58 ;38,16%; 20 ;22,99%; 15 ;22,39%; 108 ;68,79%; 35 ;21,88%; 5 ;7,69%; 20 ;19,05%; 58 ;46,77%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 34 ;3,71%; 15 ;9,87%; 2 ;2,30%; 15 ;22,39%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 2 ;1,90%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 917 ;100,00%; 152 ;100,00%; 87 ;100,00%; 67 ;100,00%; 157 ;100,00%; 160 ;100,00%; 65 ;100,00%; 105 ;100,00%; 124 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;FAMTREC PAZARI;FAMTREC; 1 ;1,61%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 1 ;20,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;FAMTREC PAZARI;BRUFEN; 61 ;98,39%; 6 ;100,00%; 4 ;100,00%; 5 ;100,00%; 3 ;100,00%; 20 ;100,00%; 2 ;100,00%; 4 ;80,00%; 17 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;FAMTREC PAZARI;DİĞER FAMOTİDİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -1;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 62 ;100,00%; 6 ;100,00%; 4 ;100,00%; 5 ;100,00%; 3 ;100,00%; 20 ;100,00%; 2 ;100,00%; 5 ;100,00%; 17 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;PANTAPROZOL PAZARI;PANOCER TOPLAM; 849 ;11,05%; 41 ;4,35%; 15 ;4,60%; -   ;0,00%; 123 ;17,15%; 246 ;13,43%; 13 ;1,58%; 384 ;26,91%; 27 ;2,89%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;PANTAPROZOL PAZARI;PANTO; 1.368 ;17,80%; 71 ;7,54%; 157 ;48,16%; 112 ;16,35%; 271 ;37,80%; 152 ;8,30%; 275 ;33,37%; 260 ;18,22%; 70 ;7,50%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;PANTAPROZOL PAZARI;PANTACTIVE; 76 ;0,99%; 1 ;0,11%; -   ;0,00%; 15 ;2,19%; 6 ;0,84%; 12 ;0,66%; 24 ;2,91%; 12 ;0,84%; 6 ;0,64%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 2.455 ;31,94%; 534 ;56,69%; 95 ;29,14%; 132 ;19,27%; 211 ;29,43%; 259 ;14,14%; 440 ;53,40%; 600 ;42,05%; 184 ;19,72%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;PANTAPROZOL PAZARI;PULCET; 2.938 ;38,23%; 295 ;31,32%; 59 ;18,10%; 426 ;62,19%; 106 ;14,78%; 1.163 ;63,48%; 72 ;8,74%; 171 ;11,98%; 646 ;69,24%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 7.686 ;100,00%; 942 ;100,00%; 326 ;100,00%; 685 ;100,00%; 717 ;100,00%; 1.832 ;100,00%; 824 ;100,00%; 1.427 ;100,00%; 933 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;ACIDPASS PAZARI;ACIDPASS TOPLAM; 995 ;31,13%; 70 ;25,93%; 124 ;60,78%; 237 ;37,80%; 62 ;24,03%; 142 ;34,98%; 158 ;35,03%; 133 ;20,56%; 69 ;20,72%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;ACIDPASS PAZARI;TRIGAST; 560 ;17,52%; 84 ;31,11%; 46 ;22,55%; 49 ;7,81%; 60 ;23,26%; 86 ;21,18%; 149 ;33,04%; 23 ;3,55%; 63 ;18,92%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;ACIDPASS PAZARI;TALCID; 625 ;19,56%; 63 ;23,33%; -   ;0,00%; 178 ;28,39%; 63 ;24,42%; 59 ;14,53%; 44 ;9,76%; 105 ;16,23%; 113 ;33,93%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;ACIDPASS PAZARI;RENNIE; 889 ;27,82%; 42 ;15,56%; 31 ;15,20%; 157 ;25,04%; 47 ;18,22%; 112 ;27,59%; 81 ;17,96%; 372 ;57,50%; 47 ;14,11%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;ACIDPASS PAZARI;DIGER ACIDPASS; 20 ;0,63%; 8 ;2,96%; -   ;0,00%; 1 ;0,16%; 2 ;0,78%; 2 ;0,49%; 2 ;0,44%; 2 ;0,31%; 3 ;0,90%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;ACIDPASS PAZARI;FAMODİN PLUS; 107 ;3,35%; 3 ;1,11%; 3 ;1,47%; 5 ;0,80%; 24 ;9,30%; 5 ;1,23%; 17 ;3,77%; 12 ;1,85%; 38 ;11,41%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 3.196 ;100,00%; 270 ;100,00%; 204 ;100,00%; 627 ;100,00%; 258 ;100,00%; 406 ;100,00%; 451 ;100,00%; 647 ;100,00%; 333 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 187 ;23,61%; 36 ;31,86%; 74 ;67,89%; 49 ;55,06%; 7 ;14,58%; -   ;0,00%; -   ;0,00%; 21 ;13,29%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;MOKSİFLOKSASİN PAZARI;AVELOX; 463 ;58,46%; 65 ;57,52%; 29 ;26,61%; 37 ;41,57%; 39 ;81,25%; 101 ;84,87%; 90 ;90,91%; 61 ;38,61%; 41 ;71,93%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;MOKSİFLOKSASİN PAZARI;MOXAI; 136 ;17,17%; 6 ;5,31%; 6 ;5,50%; 3 ;3,37%; 2 ;4,17%; 18 ;15,13%; 9 ;9,09%; 76 ;48,10%; 16 ;28,07%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 6 ;0,76%; 6 ;5,31%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 792 ;100,00%; 113 ;100,00%; 109 ;100,00%; 89 ;100,00%; 48 ;100,00%; 119 ;100,00%; 99 ;100,00%; 158 ;100,00%; 57 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;A FERİN; 717 ;11,07%; 47 ;12,67%; 41 ;21,69%; 313 ;41,18%; 51 ;7,81%; 81 ;9,08%; 42 ;8,32%; 84 ;4,66%; 58 ;4,44%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;GRİPORT COLD; 134 ;32,52%; 16 ;4,31%; 14 ;7,41%; 5 ;0,66%; 4 ;0,61%; 31 ;3,48%; 39 ;7,72%; 19 ;1,05%; 6 ;0,46%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;KATARIN; 1.580 ;24,39%; 93 ;25,07%; 8 ;4,23%; 40 ;5,26%; 55 ;8,42%; 113 ;12,67%; 88 ;17,43%; 763 ;42,37%; 420 ;32,13%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 412 ;6,36%; 12 ;3,23%; 5 ;2,65%; 120 ;15,79%; 15 ;2,30%; 120 ;13,45%; 5 ;0,99%; 135 ;7,50%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;OTHER COLD PREP; 1.234 ;19,05%; 112 ;30,19%; 53 ;28,04%; 62 ;8,16%; 140 ;21,44%; 250 ;28,03%; 67 ;13,27%; 330 ;18,32%; 220 ;16,83%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 2.148 ;33,16%; 51 ;13,75%; 55 ;29,10%; 206 ;27,11%; 375 ;57,43%; 262 ;29,37%; 189 ;37,43%; 415 ;23,04%; 595 ;45,52%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 253 ;3,91%; 40 ;10,78%; 13 ;6,88%; 14 ;1,84%; 13 ;1,99%; 35 ;3,92%; 75 ;14,85%; 55 ;3,05%; 8 ;0,61%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 6.478 ;100,00%; 371 ;100,00%; 189 ;100,00%; 760 ;100,00%; 653 ;100,00%; 892 ;100,00%; 505 ;100,00%; 1.801 ;100,00%; 1.307 ;100,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;FAMTREC PAZARI;FAMTREC; 34 ;6,98%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 20 ;34,48%; 5 ;18,52%; 6 ;4,92%; 3 ;3,13%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;FAMTREC PAZARI;BRUFEN; 436 ;89,53%; 48 ;100,00%; 23 ;100,00%; 44 ;88,00%; 63 ;100,00%; 38 ;65,52%; 22 ;81,48%; 105 ;86,07%; 93 ;96,88%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;FAMTREC PAZARI;DİĞER FAMOTİDİN; 17 ;3,49%; -   ;0,00%; -   ;0,00%; 6 ;12,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 11 ;9,02%; -   ;0,00%;;
SAMSUN;YILMAZ USTA;GIRESUN MERKEZ -2;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 487 ;100,00%; 48 ;100,00%; 23 ;100,00%; 50 ;100,00%; 63 ;100,00%; 58 ;100,00%; 27 ;100,00%; 122 ;100,00%; 96 ;100,00%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;PANTAPROZOL PAZARI;PANOCER TOPLAM; 2.861 ;32,64%; 43 ;5,13%; 370 ;43,22%; 13 ;2,12%; 355 ;28,84%; 1.617 ;59,91%; 379 ;33,66%;-92 ;-16,11%; 176 ;21,18%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;PANTAPROZOL PAZARI;PANTO; 2.560 ;29,20%; 245 ;29,20%; 236 ;27,57%; 304 ;49,59%; 527 ;42,81%; 348 ;12,89%; 470 ;41,74%; 209 ;36,60%; 221 ;26,59%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;PANTAPROZOL PAZARI;PANTACTIVE; 757 ;8,64%; 52 ;6,20%; 58 ;6,78%; 18 ;2,94%; 83 ;6,74%; 172 ;6,37%; 70 ;6,22%; 252 ;44,13%; 52 ;6,26%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 1.152 ;13,14%; 192 ;22,88%; 102 ;11,92%; 198 ;32,30%; 173 ;14,05%; 182 ;6,74%; 72 ;6,39%; 156 ;27,32%; 77 ;9,27%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;PANTAPROZOL PAZARI;PULCET; 1.436 ;16,38%; 307 ;36,59%; 90 ;10,51%; 80 ;13,05%; 93 ;7,55%; 380 ;14,08%; 135 ;11,99%; 46 ;8,06%; 305 ;36,70%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 8.766 ;100,00%; 839 ;100,00%; 856 ;100,00%; 613 ;100,00%; 1.231 ;100,00%; 2.699 ;100,00%; 1.126 ;100,00%; 571 ;100,00%; 831 ;100,00%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;ACIDPASS PAZARI;ACIDPASS TOPLAM; 440 ;19,12%; 36 ;13,38%; 56 ;31,46%; 7 ;4,35%; 58 ;22,83%; 43 ;11,68%; 26 ;8,47%; 176 ;31,15%; 38 ;19,10%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;ACIDPASS PAZARI;TRIGAST; 700 ;30,42%; 79 ;29,37%; 30 ;16,85%; 41 ;25,47%; 48 ;18,90%; 210 ;57,07%; 83 ;27,04%; 176 ;31,15%; 33 ;16,58%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;ACIDPASS PAZARI;TALCID; 388 ;16,86%; 60 ;22,30%; 18 ;10,11%; 26 ;16,15%; 31 ;12,20%; 47 ;12,77%; 59 ;19,22%; 63 ;11,15%; 84 ;42,21%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;ACIDPASS PAZARI;RENNIE; 718 ;31,20%; 84 ;31,23%; 73 ;41,01%; 81 ;50,31%; 115 ;45,28%; 52 ;14,13%; 139 ;45,28%; 137 ;24,25%; 37 ;18,59%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;ACIDPASS PAZARI;DIGER ACIDPASS; 13 ;0,56%; 1 ;0,37%; -   ;0,00%; 3 ;1,86%; -   ;0,00%; 3 ;0,82%; -   ;0,00%; 2 ;0,35%; 4 ;2,01%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;ACIDPASS PAZARI;FAMODİN PLUS; 42 ;1,83%; 9 ;3,35%; 1 ;0,56%; 3 ;1,86%; 2 ;0,79%; 13 ;3,53%; -   ;0,00%; 11 ;1,95%; 3 ;1,51%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 2.301 ;100,00%; 269 ;100,00%; 178 ;100,00%; 161 ;100,00%; 254 ;100,00%; 368 ;100,00%; 307 ;100,00%; 565 ;100,00%; 199 ;100,00%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 276 ;69,00%;-2 ;-14,29%; 43 ;82,69%; 45 ;71,43%; 60 ;86,96%; 122 ;84,14%; 13 ;40,63%;-30 ;150,00%; 25 ;55,56%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;MOKSİFLOKSASİN PAZARI;AVELOX; 106 ;26,50%; 16 ;114,29%; 9 ;17,31%; 18 ;28,57%; 9 ;13,04%; 15 ;10,34%; 14 ;43,75%; 5 ;-25,00%; 20 ;44,44%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;MOKSİFLOKSASİN PAZARI;MOXAI; 18 ;4,50%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 8 ;5,52%; 5 ;15,63%; 5 ;-25,00%; -   ;0,00%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 400 ;100,00%; 14 ;100,00%; 52 ;100,00%; 63 ;100,00%; 69 ;100,00%; 145 ;100,00%; 32 ;100,00%;-20 ;100,00%; 45 ;100,00%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;GRİPORT COLD PAZARI;A FERİN; 1.195 ;20,74%; 102 ;21,66%; 105 ;25,80%; 107 ;25,36%; 112 ;20,55%; 201 ;21,66%; 266 ;37,05%; 165 ;10,63%; 137 ;19,08%;;
SAMSUN;HAKAN YUMAK;GUMUSHANE;GRİPORT COLD PAZARI;GRİPORT COLD; 39 ;18,06%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 7 ;1,28%; 13 ;1,40%; -   ;0,00%; 13 ;0,84%; 6 ;0,84%;;
